STATION,NAME,COUNTRY,LATITUDE,LONGITUDE,ELEVATION,DATE,EMXP,PRCP,TAVG,TMAX,TMIN
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-05,0.37,0.77,,74.3,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-06,0.65,2.42,,75.8,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-07,0.52,2.94,62.7,73.8,51.6
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-08,0.52,2.37,,77.6,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-09,0.76,1.34,,74.7,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-10,0.81,2.33,,63.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-11,0.09,0.48,,56.6,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2011-12,0.66,4.16,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-01,0.5,1.7,,46.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-02,0.17,0.51,31.1,39.6,22.6
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-03,0.58,1.23,,59.2,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-04,0.93,3,,57.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-05,0.92,2.76,,69.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-06,0.95,3.15,,72.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-07,0.57,2.29,,75.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-08,0.09,0.17,68.8,82.4,55.2
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-09,0.61,1.75,58.3,71.6,45
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-10,1.43,3.35,,61.8,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-11,0.65,1.59,,50.6,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2012-12,0.48,2.77,,47.8,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-01,0.36,1.85,,40.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-02,0.92,2.38,,41.4,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-03,0.42,2.15,,48.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-04,0.7,2.3,,59.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-05,0.88,6.05,,61.2,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-06,1.03,3.25,,72.2,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-07,0.41,1.41,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-08,0.41,1.76,,78.9,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-09,1.52,3.78,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-10,1.41,5.79,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-11,0.98,4.12,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2013-12,0.57,1.25,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-01,0.65,2.52,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-02,0.56,2.09,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-03,0.27,0.8,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-04,0.33,0.66,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-05,0.69,2.17,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-06,0.7,1.35,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-07,1.19,4.4,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-08,1.12,4.71,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-09,0.54,0.9,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-10,1,4.33,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-11,0.59,1.68,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2014-12,0.41,1.64,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-01,0.27,2.31,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-02,0.21,1.24,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-03,0.62,1.5,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-05,0.57,1.96,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-06,0.17,0.32,,77.2,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-07,0.11,0.21,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-08,0.42,1.5,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-09,1.56,3.77,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-10,0.54,1.82,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-11,2,3.05,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2015-12,0.28,0.76,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-01,0.27,2.02,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-02,1.02,3.07,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-03,0.35,1.88,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-04,0.27,2.07,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-05,1.4,5.91,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-06,0.41,4.26,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-07,0.52,1.43,,80.3,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-08,0.48,0.78,,82.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-09,0.27,1.03,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-10,0.63,2.56,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-11,0.67,2.94,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2016-12,0.18,0.45,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-01,0.18,0.66,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-02,0.28,1.22,,51.7,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-03,0.6,1.98,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-04,0.43,0.86,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-05,0.5,2.67,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-06,0.63,2.86,,81.4,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-07,1.36,2.87,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-08,1.02,4.13,,78.3,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-09,1.02,3.19,,68.6,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-10,0.44,1.24,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-11,0.37,1.15,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2017-12,0.57,2.14,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-01,0.8,5.31,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-02,0.52,2.61,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-03,0.83,3.36,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-04,0.26,1.15,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-05,1.38,3.95,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-06,0.94,2.67,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-07,0.47,1.18,,86.4,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-08,0.46,1.42,,83.8,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-09,0.16,0.26,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-10,0.4,1.24,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2018-12,0.4,2.27,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-01,0.2,1.23,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-02,0.33,1.06,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-03,0.35,1.78,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-04,0.51,1.79,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-05,0.66,2.32,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-06,0.62,1.35,,82.1,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-07,0.35,0.6,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-08,0.53,1.14,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-09,0.27,0.85,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-10,1.12,3.5,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-11,0.52,2.67,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2019-12,0.8,3.81,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-01,0.25,0.83,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-02,0.34,2.98,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-03,0.72,1.71,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-04,0.17,0.48,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-05,1.21,3.61,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-06,0.78,2.2,,75.5,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-07,0.04,0.07,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-08,1.39,1.79,,83.1,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-09,0.83,2.19,,,
FRM00007168,BARBEREY, FR,48.322,4.017,118.3,2020-10,0.81,3.22,,,
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-01,0.99,3.17,43,48.5,37.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-02,0.47,1.15,41.1,49.8,32.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-03,1.48,3.4,43.1,49,37.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-04,0.52,1.44,50,59.3,40.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-05,0.79,3.46,55.6,64.1,47
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-06,1.37,4.97,61.6,70.8,52.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-07,0.92,2.96,68.1,79.4,56.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-08,1.2,4.58,69.4,79.3,59.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-09,2.34,7.49,63.7,70.8,56.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-10,0.44,1.07,49.5,57,42.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-11,1.24,5.26,43.2,48.4,38
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1975-12,1.02,2.53,33.7,37.8,29.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-01,0.33,1.18,36,41,30.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-02,0.54,2.1,39.7,45.4,34
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-03,0.17,0.87,42.9,52.7,33.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-04,0.44,0.88,49.6,60.2,39.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-05,0.65,1.05,60.2,71.4,48.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-06,0.69,0.94,69.7,83.6,55.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-07,1.14,2.62,71.5,82.3,60.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-08,1.44,3.89,67.2,78.5,56
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-09,2.46,6.89,59.4,68,50.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-10,1.04,4.51,54.3,60.8,47.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-11,1.65,4.58,43.4,49,37.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1976-12,1.2,2.27,35.8,40.7,30.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-01,1.11,3.39,39.5,44.2,34.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-02,0.72,4.89,45.1,50.8,39.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-03,1.28,3.56,48.8,56.7,40.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-04,1.26,4.05,48.7,57.5,39.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-05,1.75,6.34,56.2,64.4,48
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-06,0.91,4.93,61.6,70.6,52.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-07,1.97,5.46,66.5,76.2,56.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-08,0.79,3.45,64.5,73.7,55.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-09,0.15,0.26,58.6,69,48.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-10,2.1,4.77,57.5,65.9,49.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-11,0.54,2.37,44.5,50.5,38.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1977-12,1.93,3.9,40,46.4,33.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-01,0.59,2.94,36.5,41.2,31.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-02,0.71,4.17,39.8,45.9,33.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-03,0.98,4.07,45.8,53.4,38.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-04,0.91,3.22,47.6,55.5,39.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-05,0.43,2.78,56.2,64.1,48.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-06,0.37,1.44,63.6,73.4,53.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-07,0.78,2.87,66.8,76.9,56.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-08,2.33,4.33,64.6,75,54.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-09,0.37,1.5,60.2,71.1,49.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-10,0.95,1.65,51.5,59.4,43.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-11,0.17,0.33,40.4,47.4,33.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1978-12,0.36,2.37,42.5,48.4,36.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-01,1.37,4.94,31.7,36.8,26.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-02,0.47,2.54,40.8,45.8,35.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-03,1.51,4.34,46.6,53,40.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-04,0.33,1.35,47.9,56.2,39.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-05,0.79,3.36,56.8,66.8,46.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-06,2.17,4.74,64.8,73.5,56.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-07,0.31,0.85,67.7,79.6,55.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-08,0.79,4.61,64.7,74.4,54.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-09,0.35,1,61.9,72,51.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-10,2.13,6.48,56.2,63.2,49.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-11,0.32,1.6,42.1,48.1,36.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1979-12,0.51,2.76,40.6,46.8,34.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-01,0.37,1.84,35.5,40.7,30.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-02,0.75,2.15,44.3,50.4,38.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-03,0.64,4.2,43.6,50.1,37.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-04,0.39,1.13,47.1,55.5,38.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-05,0.47,2.68,54.4,63.1,45.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-06,0.89,3.04,61.4,70.1,52.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-07,2.69,4.78,64.3,74.3,54.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-08,1.96,5.29,67.7,77.7,57.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-09,2.07,5.03,63,72.6,53.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-10,1.21,4.65,51.6,59.8,43.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-11,0.73,2.91,41.6,48.8,34.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1980-12,0.44,2.64,32.7,37.7,27.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-01,0.57,3.25,32.8,37.4,28.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-02,0.31,1.44,33.9,39.7,28.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-03,0.52,3.19,50.4,57.8,43.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-04,0.69,1.13,52.1,61.5,42.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-05,1.49,4.55,56.8,65.5,48.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-06,2.52,4.67,62.8,73.1,52.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-07,1.27,3.56,65.4,75,55.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-08,1.39,2.42,66.7,77.6,55.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-09,1.56,6.1,62.5,70.6,54.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-10,0.4,2.27,54,61.8,46.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-11,0.52,1.26,41.9,48.8,34.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1981-12,1.13,5.26,39.8,45.4,34.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-01,0.69,2.39,41.3,47.4,35.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-02,0.22,0.38,41.4,48.5,34.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-03,0.57,2.05,43.4,51.7,35.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-04,0.39,0.91,49.6,60.6,38.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-05,0.87,2.7,58.2,69,47.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-06,1.29,4.28,67,76.5,57.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-07,2.23,3.62,71,82.1,59.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-08,1.52,4.28,66.1,75.3,56.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-09,1.46,4.16,65,75.2,54.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-10,0.74,3.93,52.9,59.3,46.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-11,2.74,6.79,47,54,39.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1982-12,1.11,4.02,40.3,44.8,35.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-01,0.19,0.99,38.3,43.8,32.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-02,0.7,2.58,35.1,40,30.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-03,1.41,4.22,44.8,52.5,37
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-04,1.67,9.11,50.3,58.4,42.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-05,2.23,9.2,54.3,62,46.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-06,0.63,1.06,65.8,76.3,55.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-07,0.04,0.14,77,90.4,63.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-08,2.54,2.9,70.3,80.8,59.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-09,0.95,3.22,64,73.9,54
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-10,1.04,2.81,53.3,60.7,45.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-11,0.49,0.97,43.1,49.4,36.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1983-12,1.28,2.73,38.4,44.9,32
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-01,0.45,3,38.4,43.8,32.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-02,0.43,1.86,37,42.6,31.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-03,1.15,2.67,42,50.1,33.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-04,0.31,0.67,49.1,60.4,37.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-05,1.29,6.24,52.7,60.6,44.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-06,1.61,3.89,61.9,72.3,51.6
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-07,0.43,0.84,68.5,80.6,56.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-08,0.77,2.22,66.5,76.6,56.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-09,0.5,3.84,59.7,67.8,51.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-10,1.67,5.67,53.7,60.3,47.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-11,0.56,2.81,49.8,56.9,42.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1984-12,0.69,2.2,38.1,43.1,33.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-01,0.35,2.02,25.1,31.6,18.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-02,0.25,1.41,38.8,45.9,31.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-03,1.12,3.61,41.8,48.2,35.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-04,0.18,1.41,51.5,61.3,41.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-05,1.99,6.59,56,64.2,47.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-06,1.36,5.22,61.8,71.5,52
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-07,0.89,3.14,69.8,80.8,58.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-08,0.8,1.12,66.5,78.3,54.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-09,0.42,0.52,64.9,77.5,52.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-10,0.21,0.26,54.4,63.6,45.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-11,0.35,0.88,38.6,44,33.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1985-12,0.65,1.92,42,47.1,36.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-01,0.56,3.27,37.6,42.7,32.5
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-02,0.63,2.41,30.2,35.5,24.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-03,0.29,1.01,43.1,51.3,34.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-04,1.5,6.88,45.6,51.9,39.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-05,1.21,3.81,60.3,69.8,50.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-06,0.56,1.46,64.8,75.4,54.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-07,0.65,1.71,68.8,80.6,57
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-08,0.61,2.57,68.8,79.9,57.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-09,0.87,2.76,62.7,72.9,52.4
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-10,0.42,1.69,57.2,65.2,49.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-11,0.62,2.04,46.5,53.2,39.8
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1986-12,0.8,3.53,38.7,43.7,33.7
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-01,0.26,1.52,28.3,32.6,24
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-02,1.11,3.3,39.2,44.1,34.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-03,0.31,1.34,41.8,49.5,34.2
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-04,0.6,1.86,52.7,63.1,42.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-05,0.53,3.41,54.2,63.5,44.9
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-06,1,5.67,62.1,71,53.3
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-07,1.11,2.17,70.1,80.1,60.1
FR069029001,LYON ST EXUPERY, FR,45.7264,5.0778,235,1987-08,1.16,4.03,68.4,79.4,57.5
